Step,200M_1B_init-1_wd1,50M_1B_init-1_wd1,400M_1B_init-1_wd1,400M_1B_init-0.5_wd0.1,100M_1B_init-1_wd1,200M_1B_init-0.5_wd0.1,100M_1B_init-0.5_wd0.1,50M_1B_init-0.5_wd0.1,800M_1B_init-1_wd1,800M_1B_init-0.5_wd0.1,400M_1B_initstd0.02_wd0.1,200M_1B_initstd0.02_wd0.1,100M_1B_initstd0.02_wd0.1,50M_1B_initstd0.02_wd0.1,800M_1B_initstd0.02_wd0.1
5,10.919280052185059,10.961949348449707,10.902174949645996,10.403138160705566,10.932293891906738,10.454666137695312,10.538142204284668,10.835174560546875,2.645227671,2.706011534,10.23011302947998,10.355594635009766,10.561284065246582,10.751032829284668,2.747164249
10,10.674834251403809,10.78021526,10.55628776550293,9.868345260620117,10.722079277038574,9.895679473876953,9.930665016174316,10.118535041809082,,,9.807971000671387,9.954649925231934,10.07392406463623,10.288406372070312
15,10.240878105163574,10.460331916809082,9.988417625427246,9.304363250732422,10.331446647644043,9.491963386535645,9.542777061462402,9.751259803771973,,,9.506566047668457,9.739061356,9.856040954589844,10.07412052154541
20,9.732027053833008,10.043269157409668,9.404117584228516,8.794268608093262,9.851574897766113,9.021333694458008,9.072119713,9.340112686157227,,,9.123563766479492,9.429013252,9.566043853759766,9.833094596862793
25,9.265061378479004,9.608631134033203,8.950217247009277,8.391312599182129,9.388446807861328,8.538819313049316,8.629652023,8.880195617675781,,,8.705358505249023,9.070550918579102,9.220089912,9.527908325195312
30,8.901388168334961,9.218190193,8.667728424072266,8.122049331665039,9.006947517,8.239972114562988,8.288370132446289,8.493662834,,,8.382471084594727,8.759198188781738,8.948660850524902,9.237188339233398
35,8.655698776245117,8.903849601745605,8.497766494750977,7.882484436035156,8.732380867004395,7.974540710449219,7.988903045654297,8.200539588928223,,,8.146488189697266,8.483967781066895,8.630137444,8.935310363769531
40,8.519591331481934,8.684825897216797,8.467142105102539,7.715645790100098,8.543554306030273,7.726382732391357,7.729419231414795,7.933797359466553,,,7.904049396514893,8.186346054077148,8.337867736816406,8.642107963562012
45,8.456159591674805,8.533087730407715,8.450579643249512,7.543057918548584,8.439552307128906,7.503453731536865,7.532597541809082,7.727369785308838,,,7.688222408294678,7.954534530639648,8.074001312,8.349881172180176
50,8.413544654846191,8.385603904724121,8.456253051757812,7.411518573760986,8.313840866088867,7.367528438568115,7.323673725128174,7.5117292404174805,,,7.547377586364746,7.74271822,7.860740661621094,8.110874176
55,8.251750946044922,8.372446060180664,8.451946258544922,7.277089595794678,8.131933212280273,7.214275837,7.188417911529541,7.346889972686768,,,7.380882263183594,7.565751075744629,7.670622825622559,7.878569126
60,8.04936409,8.097118377685547,8.436384201049805,7.138547897338867,8.021735191345215,7.030843734741211,7.013947010040283,7.195958137512207,,,7.237368583679199,7.4259467124938965,7.493530750274658,7.695193767547607
65,7.957735538482666,7.983778,8.38353157,7.049813747406006,7.981734752655029,6.921710968017578,6.889045715332031,7.030611038208008,,,7.099133491516113,7.247949123382568,7.339051246643066,7.527879715
