2024-11-09 23:09:22 - INFO: Total parameters: 2732201
2024-11-09 23:09:24 - INFO: data type: 13_xm0 	 Acc: 0.0017777777777777779
2024-11-09 23:09:25 - INFO: data type: 23_xm0 	 Acc: 0.0032
2024-11-09 23:09:25 - INFO: data type: 43_xm0 	 Acc: 0.0021333333333333334
2024-11-09 23:09:25 - INFO: data type: 31_xm0 	 Acc: 0.0019555555555555554
2024-11-09 23:09:25 - INFO: data type: 32_xm0 	 Acc: 0.0028444444444444446
2024-11-09 23:09:25 - INFO: data type: 34_xm0 	 Acc: 0.003022222222222222
2024-11-09 23:09:25 - INFO: data type: 12_xm0 	 Acc: 0.0016
2024-11-09 23:09:25 - INFO: data type: 14_xm0 	 Acc: 0.002488888888888889
2024-11-09 23:09:25 - INFO: data type: 21_xm0 	 Acc: 0.012088888888888889
2024-11-09 23:09:25 - INFO: data type: 41_xm0 	 Acc: 0.0026666666666666666
2024-11-09 23:09:26 - INFO: data type: 24_xm0 	 Acc: 0.0021333333333333334
2024-11-09 23:09:26 - INFO: data type: 42_xm0 	 Acc: 0.004266666666666667
2024-11-09 23:09:26 - INFO: data type: 11_xm0 	 Acc: 0.00035555555555555557
2024-11-09 23:09:26 - INFO: data type: 22_xm0 	 Acc: 0.002488888888888889
2024-11-09 23:09:26 - INFO: data type: 33_xm0 	 Acc: 0.0016
2024-11-09 23:09:26 - INFO: data type: 44_xm0 	 Acc: 0.0021333333333333334
2024-11-09 23:09:27 - INFO: data type: 13_xel 	 Acc: 0.0017185185185185185
2024-11-09 23:09:27 - INFO: data type: 23_xel 	 Acc: 0.0023901234567901236
2024-11-09 23:09:28 - INFO: data type: 43_xel 	 Acc: 0.0024691358024691358
2024-11-09 23:09:29 - INFO: data type: 31_xel 	 Acc: 0.0023901234567901236
2024-11-09 23:09:30 - INFO: data type: 32_xel 	 Acc: 0.004128395061728395
2024-11-09 23:09:31 - INFO: data type: 34_xel 	 Acc: 0.0031604938271604936
2024-11-09 23:09:32 - INFO: data type: 12_xel 	 Acc: 0.0028641975308641974
2024-11-09 23:09:32 - INFO: data type: 14_xel 	 Acc: 0.0027061728395061727
2024-11-09 23:09:33 - INFO: data type: 21_xel 	 Acc: 0.0017185185185185185
2024-11-09 23:09:34 - INFO: data type: 41_xel 	 Acc: 0.002765432098765432
2024-11-09 23:09:35 - INFO: data type: 24_xel 	 Acc: 0.003219753086419753
2024-11-09 23:09:35 - INFO: data type: 42_xel 	 Acc: 0.004483950617283951
2024-11-09 23:09:36 - INFO: data type: 11_xel 	 Acc: 0.002034567901234568
2024-11-09 23:09:37 - INFO: data type: 22_xel 	 Acc: 0.0043851851851851855
2024-11-09 23:09:38 - INFO: data type: 33_xel 	 Acc: 0.0020148148148148148
2024-11-09 23:09:38 - INFO: data type: 44_xel 	 Acc: 0.0026074074074074072
2024-11-09 23:09:39 - INFO: Deviation Distribution:
2024-11-09 23:09:39 - INFO:   deviation: -79 	 Acc: 0.0000
2024-11-09 23:09:39 - INFO:   deviation: -78 	 Acc: 0.0000
2024-11-09 23:09:39 - INFO:   deviation: -77 	 Acc: 0.0000
