,Train/Samples/eval_loss,Train/Samples/train_loss,_step,_runtime,_timestamp,Train/Samples/lr
0,,11.510139465332031,1600.0,33.76918864250183,1720479934.9197326,6.25e-06
1,,11.506766319274902,3200.0,34.339805126190186,1720479935.490349,1.25e-05
2,,10.998526573181152,4800.0,34.907634019851685,1720479936.058178,1.875e-05
3,,11.140886306762695,6400.0,35.474401235580444,1720479936.6249452,2.5e-05
4,,10.937941551208496,8000.0,36.04270267486572,1720479937.1932466,3.125e-05
5,,11.172584533691406,9600.0,36.61093735694885,1720479937.7614813,3.75e-05
6,,10.598836898803711,11200.0,37.1783173084259,1720479938.3288612,4.3750000000000006e-05
7,,10.238476753234863,12800.0,37.74753761291504,1720479938.8980815,5e-05
8,,10.317580223083496,14400.0,38.31679916381836,1720479939.467343,5.625e-05
9,9.760102272033691,9.91960334777832,16000.0,66.87875890731812,1720479968.0293028,6.25e-05
10,,9.766901969909668,17600.0,67.44784736633301,1720479968.5983913,6.875e-05
11,,9.761648178100586,19200.0,68.01769518852234,1720479969.168239,7.5e-05
12,,9.602505683898926,20800.0,68.58699059486389,1720479969.7375345,8.125e-05
13,,9.484984397888184,22400.0,69.1566219329834,1720479970.3071659,8.750000000000001e-05
14,,9.338603019714355,24000.0,69.72597527503967,1720479970.8765192,9.375e-05
15,,9.211042404174805,25600.0,70.2953143119812,1720479971.4458582,0.0001
16,,9.099932670593262,27200.0,70.86459136009216,1720479972.0151353,0.00010625
17,,8.997696876525879,28800.0,71.43403887748718,1720479972.5845828,0.0001125
18,,8.892852783203125,30400.0,72.00257444381714,1720479973.1531184,0.00011875000000000001
19,8.70157241821289,8.76697063446045,32000.0,100.10499119758606,1720480001.2555351,0.000125
20,,8.724815368652344,33600.0,100.67908096313477,1720480001.829625,0.00013125000000000002
21,,8.583623886108398,35200.0,101.25178575515747,1720480002.4023297,0.0001375
22,,8.522954940795898,36800.0,101.8242449760437,1720480002.974789,0.00014375000000000002
23,,8.501452445983887,38400.0,102.39777374267578,1720480003.5483177,0.00015
24,,8.383442878723145,40000.0,102.97156596183777,1720480004.12211,0.00015625
25,,8.367369651794434,41600.0,103.5448272228241,1720480004.6953712,0.0001625
26,,8.340163230895996,43200.0,104.11518788337708,1720480005.2657318,0.00016875
27,,8.261981964111328,44800.0,104.68306922912598,1720480005.8336132,0.00017500000000000003
28,,8.316794395446777,46400.0,105.25404000282288,1720480006.404584,0.00018125
29,8.15666675567627,8.266393661499023,48000.0,133.37951612472534,1720480034.53006,0.0001875
30,,8.17490005493164,49600.0,133.9543559551239,1720480035.1049,0.00019375
31,,8.117828369140625,51200.0,134.5277624130249,1720480035.6783063,0.0002
32,,8.029683113098145,52800.0,135.10091185569763,1720480036.2514558,0.00020625000000000003
33,,7.990230083465576,54400.0,135.67523765563965,1720480036.8257816,0.0002125
34,,7.9405035972595215,56000.0,136.24904227256775,1720480037.3995862,0.00021875
35,,7.90200138092041,57600.0,136.8234748840332,1720480037.9740188,0.000225
36,,8.064412117004395,59200.0,137.3979573249817,1720480038.5485013,0.00023125
37,,7.944493293762207,60800.0,137.97092652320862,1720480039.1214705,0.00023750000000000003
38,,7.79425573348999,62400.0,138.54507899284363,1720480039.695623,0.00024375
39,7.793104648590088,7.830905914306641,64000.0,166.84845566749573,1720480067.9989996,0.00025
40,,7.792151927947998,65600.0,167.42984056472778,1720480068.5803845,0.00025624999999999997
41,,7.7404961585998535,67200.0,168.0095624923706,1720480069.1601064,0.00026250000000000004
42,,7.735511779785156,68800.0,168.5871343612671,1720480069.7376783,0.00026875
43,,7.688687801361084,70400.0,169.16332149505615,1720480070.3138654,0.000275
44,,7.605477809906006,72000.0,169.7378945350647,1720480070.8884385,0.00028125
45,,7.631979465484619,73600.0,170.3126699924469,1720480071.463214,0.00028750000000000005
46,,7.594171047210693,75200.0,170.89102411270142,1720480072.041568,0.00029375
47,,7.549084663391113,76800.0,171.46783065795898,1720480072.6183746,0.0003
48,,7.538763523101807,78400.0,172.04097819328308,1720480073.1915221,0.00030625000000000004
49,7.496163845062256,7.4987406730651855,80000.0,200.42118668556213,1720480101.5717306,0.0003125
50,,7.479759216308594,81600.0,201.0030586719513,1720480102.1536026,0.00031875
51,,7.482118129730225,83200.0,201.5858609676361,1720480102.736405,0.000325
52,,7.4048285484313965,84800.0,202.16498517990112,1720480103.315529,0.00033125
53,,7.376595973968506,86400.0,202.742858171463,1720480103.893402,0.0003375
54,,7.376674175262451,88000.0,203.31866240501404,1720480104.4692063,0.00034375
55,,7.363212585449219,89600.0,203.89664506912231,1720480105.047189,0.00035000000000000005
56,,7.3490424156188965,91200.0,204.473797082901,1720480105.624341,0.00035625
57,,7.287760257720947,92800.0,205.05198669433594,1720480106.2025306,0.0003625
58,,7.270668983459473,94400.0,205.6310477256775,1720480106.7815917,0.00036875000000000005
59,7.2280168533325195,7.274125099182129,96000.0,234.35220050811768,1720480135.5027444,0.000375
60,,7.244250774383545,97600.0,234.94061994552612,1720480136.0911639,0.00038125
61,,7.2187371253967285,99200.0,235.51877903938293,1720480136.669323,0.0003875
62,,7.211766719818115,100800.0,236.09778213500977,1720480137.248326,0.00039375
63,,7.176229000091553,102400.0,236.68353939056396,1720480137.8340833,0.0004
64,,7.166966438293457,104000.0,237.27448892593384,1720480138.4250329,0.00040625
65,,7.185271739959717,105600.0,237.8601222038269,1720480139.0106661,0.00041250000000000005
66,,7.134212017059326,107200.0,238.44978094100952,1720480139.6003249,0.00041875
67,,7.110117435455322,108800.0,239.0266580581665,1720480140.177202,0.000425
68,,7.087844371795654,110400.0,239.60510516166687,1720480140.755649,0.00043125000000000005
69,7.0784735679626465,7.0713372230529785,112000.0,268.56754660606384,1720480169.7180905,0.0004375
70,,7.073450565338135,113600.0,269.15897822380066,1720480170.3095222,0.00044375
71,,7.017167568206787,115200.0,269.7347803115845,1720480170.8853242,0.00045
72,,7.0411529541015625,116800.0,270.320880651474,1720480171.4714246,0.00045625
73,,6.996208190917969,118400.0,270.9126875400543,1720480172.0632315,0.0004625
74,,6.940117835998535,120000.0,271.5023398399353,1720480172.6528838,0.00046875
75,,6.924088478088379,121600.0,272.0921928882599,1720480173.2427368,0.00047500000000000005
76,,6.891976833343506,123200.0,272.6756749153137,1720480173.8262188,0.00048125
77,,6.9054436683654785,124800.0,273.2678782939911,1720480174.4184222,0.0004875
78,,6.855560302734375,126400.0,273.8455457687378,1720480174.9960897,0.00049375
79,6.925124645233154,6.92665433883667,128000.0,303.0187568664551,1720480204.1693008,0.0005
