,Train/Samples/train_loss,_step,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss
0,11.509455680847168,1600.0,34.440051555633545,1720417472.7248247,6.25e-06,
1,11.50665283203125,3200.0,35.00930166244507,1720417473.2940748,1.25e-05,
2,11.0012788772583,4800.0,35.576847553253174,1720417473.8616207,1.875e-05,
3,11.211335182189941,6400.0,36.144795179367065,1720417474.4295683,2.5e-05,
4,10.924285888671875,8000.0,36.71208906173706,1720417474.9968622,3.125e-05,
5,11.217778205871582,9600.0,37.27963137626648,1720417475.5644045,3.75e-05,
6,10.631685256958008,11200.0,37.84753465652466,1720417476.1323078,4.3750000000000006e-05,
7,10.247623443603516,12800.0,38.415107011795044,1720417476.6998801,5e-05,
8,10.133856773376465,14400.0,38.982359647750854,1720417477.2671328,5.625e-05,
9,10.005221366882324,16000.0,67.2935791015625,1720417505.5783522,6.25e-05,9.930327415466309
10,9.946208953857422,17600.0,67.86105465888977,1720417506.1458278,6.875e-05,
11,9.739287376403809,19200.0,68.4295904636383,1720417506.7143636,7.5e-05,
12,9.666277885437012,20800.0,68.99811911582947,1720417507.2828922,8.125e-05,
13,9.500197410583496,22400.0,69.56677770614624,1720417507.8515508,8.750000000000001e-05,
14,9.38117504119873,24000.0,70.13399076461792,1720417508.4187639,9.375e-05,
15,9.213035583496094,25600.0,70.70394778251648,1720417508.988721,0.0001,
16,9.138861656188965,27200.0,71.27238273620605,1720417509.5571558,0.00010625,
17,8.98563289642334,28800.0,71.84000182151794,1720417510.124775,0.0001125,
18,8.863986015319824,30400.0,72.40944314002991,1720417510.6942163,0.00011875000000000001,
19,8.764854431152344,32000.0,100.67003870010376,1720417538.9548118,0.000125,8.674032211303711
20,8.66840934753418,33600.0,101.2481963634491,1720417539.5329695,0.00013125000000000002,
21,8.557018280029297,35200.0,101.82068419456482,1720417540.1054573,0.0001375,
22,8.51016902923584,36800.0,102.39334678649902,1720417540.67812,0.00014375000000000002,
23,8.45288372039795,38400.0,102.96642303466797,1720417541.2511961,0.00015,
24,8.403348922729492,40000.0,103.53877305984497,1720417541.8235462,0.00015625,
25,8.329055786132812,41600.0,104.11192631721497,1720417542.3966994,0.0001625,
26,8.287421226501465,43200.0,104.68990230560303,1720417542.9746754,0.00016875,
27,8.248592376708984,44800.0,105.26140141487122,1720417543.5461745,0.00017500000000000003,
28,8.197779655456543,46400.0,105.83242654800415,1720417544.1171997,0.00018125,
29,8.17936897277832,48000.0,134.1363537311554,1720417572.4211268,0.0001875,8.080487251281738
30,8.124835014343262,49600.0,134.71053671836853,1720417572.9953098,0.00019375,
31,8.067852973937988,51200.0,135.28218984603882,1720417573.566963,0.0002,
32,8.06143856048584,52800.0,135.8541488647461,1720417574.138922,0.00020625000000000003,
33,7.9555816650390625,54400.0,136.42625951766968,1720417574.7110326,0.0002125,
34,7.931622505187988,56000.0,136.99828457832336,1720417575.2830577,0.00021875,
35,7.852543830871582,57600.0,137.5713131427765,1720417575.8560863,0.000225,
36,7.859219551086426,59200.0,138.14169764518738,1720417576.4264708,0.00023125,
37,7.809825897216797,60800.0,138.71323490142822,1720417576.998008,0.00023750000000000003,
38,7.77346658706665,62400.0,139.28628087043762,1720417577.571054,0.00024375,
39,7.726299285888672,64000.0,167.42716073989868,1720417605.7119339,0.00025,7.677579402923584
40,7.709266185760498,65600.0,168.00385236740112,1720417606.2886255,0.00025624999999999997,
41,7.648138523101807,67200.0,168.57658290863037,1720417606.861356,0.00026250000000000004,
42,7.639241695404053,68800.0,169.15112280845642,1720417607.435896,0.00026875,
43,7.620843410491943,70400.0,169.72639870643616,1720417608.0111718,0.000275,
44,7.56265115737915,72000.0,170.3009433746338,1720417608.5857165,0.00028125,
45,7.574654579162598,73600.0,170.87473845481873,1720417609.1595116,0.00028750000000000005,
46,7.475190162658691,75200.0,171.44527387619019,1720417609.730047,0.00029375,
47,7.5085954666137695,76800.0,172.01953196525574,1720417610.304305,0.0003,
48,7.478263854980469,78400.0,172.59525966644287,1720417610.8800328,0.00030625000000000004,
49,7.436767578125,80000.0,200.8463089466095,1720417639.131082,0.0003125,7.4854960441589355
50,7.4752068519592285,81600.0,201.42328548431396,1720417639.7080586,0.00031875,
51,7.359239101409912,83200.0,201.99796891212463,1720417640.282742,0.000325,
52,7.388187408447266,84800.0,202.57311153411865,1720417640.8578846,0.00033125,
53,7.4243903160095215,86400.0,203.1493661403656,1720417641.4341393,0.0003375,
54,7.351192474365234,88000.0,203.72728061676025,1720417642.0120537,0.00034375,
55,7.328056335449219,89600.0,204.30216932296753,1720417642.5869424,0.00035000000000000005,
56,7.3175787925720215,91200.0,204.87629675865173,1720417643.1610699,0.00035625,
57,7.264401912689209,92800.0,205.452228307724,1720417643.7370014,0.0003625,
58,7.244011878967285,94400.0,206.02756762504578,1720417644.3123407,0.00036875000000000005,
59,7.21364688873291,96000.0,234.4645390510559,1720417672.7493122,0.000375,7.189047336578369
60,7.1846184730529785,97600.0,235.04569268226624,1720417673.3304658,0.00038125,
61,7.177768230438232,99200.0,235.62356901168823,1720417673.9083421,0.0003875,
62,7.11896276473999,100800.0,236.20021510124207,1720417674.4849882,0.00039375,
63,7.08839750289917,102400.0,236.77754664421082,1720417675.0623198,0.0004,
64,7.122334957122803,104000.0,237.35423135757446,1720417675.6390045,0.00040625,
65,7.108404636383057,105600.0,237.93242645263672,1720417676.2171996,0.00041250000000000005,
66,7.056334018707275,107200.0,238.50821828842163,1720417676.7929914,0.00041875,
67,7.00728178024292,108800.0,239.08370399475098,1720417677.368477,0.000425,
68,7.037178039550781,110400.0,239.66004014015198,1720417677.9448133,0.00043125000000000005,
69,6.938772678375244,112000.0,268.137859582901,1720417706.4226327,0.0004375,6.972100734710693
70,6.956292152404785,113600.0,268.73816776275635,1720417707.0229409,0.00044375,
71,6.936023235321045,115200.0,269.3375644683838,1720417707.6223376,0.00045,
72,6.876873970031738,116800.0,269.9298002719879,1720417708.2145734,0.00045625,
73,6.866966247558594,118400.0,270.5076630115509,1720417708.7924361,0.0004625,
74,6.865196228027344,120000.0,271.0805926322937,1720417709.3653657,0.00046875,
75,6.8436455726623535,121600.0,271.65356612205505,1720417709.9383392,0.00047500000000000005,
76,6.903012275695801,123200.0,272.2316017150879,1720417710.5163748,0.00048125,
77,6.801835536956787,124800.0,272.8071656227112,1720417711.0919387,0.0004875,
78,6.875781536102295,126400.0,273.38587856292725,1720417711.6706517,0.00049375,
79,6.800582408905029,128000.0,302.1999099254608,1720417740.484683,0.0005,6.785844326019287
80,6.799535274505615,129600.0,302.78701162338257,1720417741.0717847,0.00050625,
81,6.772487163543701,131200.0,303.37535190582275,1720417741.660125,0.0005124999999999999,
82,6.736019134521484,132800.0,303.9605965614319,1720417742.2453697,0.00051875,
83,6.703625679016113,134400.0,304.54173254966736,1720417742.8265057,0.0005250000000000001,
84,6.7296600341796875,136000.0,305.1296772956848,1720417743.4144504,0.00053125,
85,6.659864902496338,137600.0,305.70960879325867,1720417743.994382,0.0005375,
86,6.654847145080566,139200.0,306.29460644721985,1720417744.5793796,0.0005437500000000001,
87,6.6670050621032715,140800.0,306.8821794986725,1720417745.1669526,0.00055,
88,6.698614597320557,142400.0,307.47063732147217,1720417745.7554104,0.00055625,
89,6.649421215057373,144000.0,336.4998068809509,1720417774.78458,0.0005625,6.613750457763672
90,6.630645751953125,145600.0,337.09704756736755,1720417775.3818207,0.00056875,
91,6.57198429107666,147200.0,337.68215346336365,1720417775.9669266,0.0005750000000000001,
92,6.570230007171631,148800.0,338.2686069011688,1720417776.55338,0.0005812500000000001,
93,6.588913917541504,150400.0,338.86239433288574,1720417777.1471674,0.0005875,
94,6.5463690757751465,152000.0,339.44964957237244,1720417777.7344227,0.00059375,
95,6.5424723625183105,153600.0,340.28238582611084,1720417778.567159,0.0006,
96,6.537790775299072,155200.0,340.8857889175415,1720417779.170562,0.00060625,
97,6.4834418296813965,156800.0,341.4638068675995,1720417779.74858,0.0006125000000000001,
98,6.443968296051025,158400.0,342.0517439842224,1720417780.336517,0.00061875,
99,6.460416316986084,160000.0,371.1095805168152,1720417809.3943536,0.000625,6.413883209228516
100,6.427403450012207,161600.0,371.7088997364044,1720417809.9936728,0.00063125,
101,6.426887512207031,163200.0,372.2988579273224,1720417810.583631,0.0006375,
102,6.4007487297058105,164800.0,372.8817825317383,1720417811.1665556,0.00064375,
103,6.418797492980957,166400.0,373.4706766605377,1720417811.7554498,0.00065,
104,6.402482032775879,168000.0,374.0579843521118,1720417812.3427575,0.00065625,
105,6.344357490539551,169600.0,374.63920879364014,1720417812.923982,0.0006625,
106,6.357979774475098,171200.0,375.2246172428131,1720417813.5093904,0.0006687500000000001,
107,6.330750942230225,172800.0,375.8064045906067,1720417814.0911777,0.000675,
108,6.26138973236084,174400.0,376.39217376708984,1720417814.6769469,0.00068125,
109,6.275563716888428,176000.0,405.6561348438263,1720417843.940908,0.0006875,6.234557628631592
110,6.242075443267822,177600.0,406.24364256858826,1720417844.5284157,0.00069375,
111,6.250665187835693,179200.0,406.83363151550293,1720417845.1184046,0.0007000000000000001,
112,6.221899032592773,180800.0,407.42141699790955,1720417845.70619,0.0007062500000000001,
113,6.2053351402282715,182400.0,408.0137708187103,1720417846.298544,0.0007125,
114,6.3297295570373535,184000.0,408.60853099823,1720417846.893304,0.00071875,
115,6.168834209442139,185600.0,409.19794940948486,1720417847.4827225,0.000725,
116,6.213216304779053,187200.0,409.78473949432373,1720417848.0695126,0.00073125,
117,6.180753231048584,188800.0,410.365371465683,1720417848.6501446,0.0007375000000000001,
