,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss,_step,_runtime
0,1720457294.4108834,6.25e-06,,11.506799697875977,1600.0,35.941389322280884
1,1720457294.98048,1.25e-05,,11.506084442138672,3200.0,36.51098585128784
2,1720457295.547578,1.875e-05,,11.00007152557373,4800.0,37.078083992004395
3,1720457296.115012,2.5e-05,,11.025317192077637,6400.0,37.64551782608032
4,1720457296.6863081,3.125e-05,,10.867968559265137,8000.0,38.216814041137695
5,1720457297.2536895,3.75e-05,,11.103525161743164,9600.0,38.78419542312622
6,1720457297.8225996,4.3750000000000006e-05,,10.529179573059082,11200.0,39.353105545043945
7,1720457298.3925252,5e-05,,10.26163387298584,12800.0,39.92303109169006
8,1720457298.960743,5.625e-05,,10.397448539733887,14400.0,40.49124884605408
9,1720457327.284763,6.25e-05,9.933760643005371,10.143489837646484,16000.0,68.81526899337769
10,1720457327.8553846,6.875e-05,,9.899920463562012,17600.0,69.3858904838562
11,1720457328.4254582,7.5e-05,,9.734540939331055,19200.0,69.95596408843994
12,1720457328.9946306,8.125e-05,,9.6873140335083,20800.0,70.52513647079468
13,1720457329.564362,8.750000000000001e-05,,9.699056625366211,22400.0,71.09486794471741
14,1720457330.1340744,9.375e-05,,9.39028263092041,24000.0,71.66458034515381
15,1720457330.704008,0.0001,,9.276017189025879,25600.0,72.23451399803162
16,1720457331.2740679,0.00010625,,9.145949363708496,27200.0,72.80457377433777
17,1720457331.8453326,0.0001125,,9.049418449401855,28800.0,73.3758385181427
18,1720457332.4145584,0.00011875000000000001,,8.896516799926758,30400.0,73.94506430625916
19,1720457360.5798736,0.000125,8.780571937561035,8.79822063446045,32000.0,102.11037945747375
20,1720457361.157115,0.00013125000000000002,,8.782355308532715,33600.0,102.6876208782196
21,1720457361.7309613,0.0001375,,8.656610488891602,35200.0,103.26146721839905
22,1720457362.3046184,0.00014375000000000002,,8.580934524536133,36800.0,103.83512425422668
23,1720457362.8780932,0.00015,,8.543802261352539,38400.0,104.40859913825989
24,1720457363.4533324,0.00015625,,8.450607299804688,40000.0,104.98383831977844
25,1720457364.0275464,0.0001625,,8.434754371643066,41600.0,105.55805230140686
26,1720457364.6007922,0.00016875,,8.336019515991211,43200.0,106.13129806518555
27,1720457365.1748374,0.00017500000000000003,,8.33028507232666,44800.0,106.70534324645996
28,1720457365.7489946,0.00018125,,8.302472114562988,46400.0,107.27950048446655
29,1720457393.939608,0.0001875,8.18983268737793,8.26242733001709,48000.0,135.47011399269104
30,1720457394.5188296,0.00019375,,8.232789039611816,49600.0,136.04933547973633
31,1720457395.0927787,0.0002,,8.20810317993164,51200.0,136.62328457832336
32,1720457395.6663897,0.00020625000000000003,,8.15382194519043,52800.0,137.19689559936523
33,1720457396.239378,0.0002125,,8.126885414123535,54400.0,137.7698838710785
34,1720457396.808662,0.00021875,,8.03243637084961,56000.0,138.33916783332825
35,1720457397.3826125,0.000225,,8.01987075805664,57600.0,138.91311836242676
36,1720457397.9582372,0.00023125,,8.00357723236084,59200.0,139.48874306678772
37,1720457398.5338163,0.00023750000000000003,,7.901894569396973,60800.0,140.06432223320007
38,1720457399.107413,0.00024375,,7.84149169921875,62400.0,140.6379189491272
39,1720457427.427534,0.00025,7.866783142089844,7.892480373382568,64000.0,168.95803999900818
40,1720457428.0050273,0.00025624999999999997,,7.854069709777832,65600.0,169.53553318977356
41,1720457428.580024,0.00026250000000000004,,7.736888885498047,67200.0,170.11052989959717
42,1720457429.1577513,0.00026875,,7.739253520965576,68800.0,170.68825721740723
43,1720457429.7322948,0.000275,,7.655478000640869,70400.0,171.26280069351196
44,1720457430.3081298,0.00028125,,7.675028324127197,72000.0,171.8386356830597
45,1720457430.8854506,0.00028750000000000005,,7.609828472137451,73600.0,172.41595649719238
46,1720457431.46059,0.00029375,,7.637294292449951,75200.0,172.9910957813263
47,1720457432.0403285,0.0003,,7.601255893707275,76800.0,173.57083439826965
48,1720457432.6137135,0.00030625000000000004,,7.554112911224365,78400.0,174.14421939849854
49,1720457461.0520582,0.0003125,7.509124279022217,7.536609172821045,80000.0,202.5825641155243
50,1720457461.6306686,0.00031875,,7.441567420959473,81600.0,203.16117453575134
51,1720457462.2059126,0.000325,,7.486759185791016,83200.0,203.73641848564148
52,1720457462.7779543,0.00033125,,7.454869747161865,84800.0,204.3084602355957
53,1720457463.3558338,0.0003375,,7.448678016662598,86400.0,204.88633966445923
54,1720457463.935164,0.00034375,,7.427762508392334,88000.0,205.4656698703766
55,1720457464.5170825,0.00035000000000000005,,7.398696422576904,89600.0,206.04758834838867
56,1720457465.0943322,0.00035625,,7.3358659744262695,91200.0,206.6248381137848
57,1720457465.6747844,0.0003625,,7.314197063446045,92800.0,207.2052903175354
