,_step,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss
0,1600.0,33.39481067657471,1720468636.6464968,6.25e-06,,11.51274585723877
1,3200.0,33.96418595314026,1720468637.215872,1.25e-05,,11.507323265075684
2,4800.0,34.53402876853943,1720468637.7857149,1.875e-05,,11.00544261932373
3,6400.0,35.102044105529785,1720468638.3537302,2.5e-05,,11.089827537536621
4,8000.0,35.67242383956909,1720468638.92411,3.125e-05,,10.959808349609375
5,9600.0,36.23973202705383,1720468639.4914181,3.75e-05,,11.119032859802246
6,11200.0,36.80793833732605,1720468640.0596244,4.3750000000000006e-05,,10.542695045471191
7,12800.0,37.37599754333496,1720468640.6276836,5e-05,,10.355778694152832
8,14400.0,37.94396352767944,1720468641.1956496,5.625e-05,,10.207643508911133
9,16000.0,66.27125692367554,1720468669.522943,6.25e-05,9.81716537475586,10.05686092376709
10,17600.0,66.84382390975952,1720468670.09551,6.875e-05,,9.803498268127441
11,19200.0,67.41357040405273,1720468670.6652565,7.5e-05,,9.588919639587402
12,20800.0,67.98626041412354,1720468671.2379465,8.125e-05,,9.85031795501709
13,22400.0,68.55743098258972,1720468671.809117,8.750000000000001e-05,,9.415457725524902
14,24000.0,69.12937307357788,1720468672.3810592,9.375e-05,,9.30957317352295
15,25600.0,69.70061874389648,1720468672.9523048,0.0001,,9.230799674987793
16,27200.0,70.27294588088989,1720468673.524632,0.00010625,,9.097685813903809
17,28800.0,70.84309720993042,1720468674.0947833,0.0001125,,8.95421314239502
18,30400.0,71.41275668144226,1720468674.6644428,0.00011875000000000001,,8.900815963745117
19,32000.0,99.51084542274475,1720468702.7625315,0.000125,8.64057445526123,8.768498420715332
20,33600.0,100.08516383171082,1720468703.33685,0.00013125000000000002,,8.622428894042969
21,35200.0,100.65717792510986,1720468703.908864,0.0001375,,8.5905122756958
22,36800.0,101.22776126861572,1720468704.4794474,0.00014375000000000002,,8.508607864379883
23,38400.0,101.79568290710449,1720468705.047369,0.00015,,8.427513122558594
24,40000.0,102.36729431152344,1720468705.6189804,0.00015625,,8.377392768859863
25,41600.0,102.93940663337708,1720468706.1910927,0.0001625,,8.333786010742188
26,43200.0,103.50960206985474,1720468706.7612882,0.00016875,,8.289811134338379
27,44800.0,104.08130550384521,1720468707.3329916,0.00017500000000000003,,8.254834175109863
28,46400.0,104.64626955986023,1720468707.8979557,0.00018125,,8.204333305358887
29,48000.0,132.75119161605835,1720468736.0028777,0.0001875,8.084604263305664,8.138495445251465
30,49600.0,133.32715439796448,1720468736.5788405,0.00019375,,8.082670211791992
31,51200.0,133.89948105812073,1720468737.1511672,0.0002,,8.01624584197998
32,52800.0,134.47174406051636,1720468737.7234302,0.00020625000000000003,,7.9889655113220215
33,54400.0,135.0450484752655,1720468738.2967346,0.0002125,,8.001468658447266
34,56000.0,135.61665797233582,1720468738.868344,0.00021875,,7.923203468322754
35,57600.0,136.18874549865723,1720468739.4404316,0.000225,,7.885533809661865
36,59200.0,136.76410603523254,1720468740.0157921,0.00023125,,7.845661163330078
37,60800.0,137.33732986450195,1720468740.589016,0.00023750000000000003,,7.785598278045654
38,62400.0,137.9102966785431,1720468741.1619828,0.00024375,,7.710176944732666
39,64000.0,166.16167426109314,1720468769.4133604,0.00025,7.703324794769287,7.778900146484375
40,65600.0,166.73792958259583,1720468769.9896157,0.00025624999999999997,,7.716434001922607
41,67200.0,167.31121969223022,1720468770.5629058,0.00026250000000000004,,7.638522624969482
42,68800.0,167.8870825767517,1720468771.1387687,0.00026875,,7.63045072555542
43,70400.0,168.46418070793152,1720468771.7158668,0.000275,,7.594531536102295
44,72000.0,169.0333948135376,1720468772.285081,0.00028125,,7.582802772521973
45,73600.0,169.60804772377014,1720468772.8597338,0.00028750000000000005,,7.604625701904297
46,75200.0,170.18273520469666,1720468773.4344213,0.00029375,,7.514047145843506
47,76800.0,170.75638914108276,1720468774.0080752,0.0003,,7.519108772277832
48,78400.0,171.32507801055908,1720468774.576764,0.00030625000000000004,,7.4586100578308105
49,80000.0,199.6980812549591,1720468802.9497674,0.0003125,7.427037715911865,7.454864025115967
50,81600.0,200.27296495437622,1720468803.524651,0.00031875,,7.394515514373779
51,83200.0,200.848317861557,1720468804.100004,0.000325,,7.3700385093688965
52,84800.0,201.4209599494934,1720468804.672646,0.00033125,,7.3508620262146
53,86400.0,202.00437355041504,1720468805.2560596,0.0003375,,7.355567455291748
54,88000.0,202.60422229766846,1720468805.8559084,0.00034375,,7.323830604553223
55,89600.0,203.17976331710815,1720468806.4314494,0.00035000000000000005,,7.294289588928223
