,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss,_step
0,51.083728313446045,1720334711.5640142,6.25e-06,,11.009088516235352,1600.0
1,51.64757227897644,1720334712.1278582,1.25e-05,,11.009081840515137,3200.0
2,52.20889949798584,1720334712.6891854,1.875e-05,,11.007137298583984,4800.0
3,52.77431321144104,1720334713.254599,2.5e-05,,10.976956367492676,6400.0
4,53.33902668952942,1720334713.8193126,3.125e-05,,10.923250198364258,8000.0
5,53.90435433387756,1720334714.3846402,3.75e-05,,10.881869316101074,9600.0
6,54.46805167198181,1720334714.9483376,4.3750000000000006e-05,,10.823382377624512,11200.0
7,55.0318877696991,1720334715.5121737,5e-05,,10.75019645690918,12800.0
8,55.59570646286011,1720334716.0759923,5.625e-05,,10.66094970703125,14400.0
9,83.77913212776184,1720334744.259418,6.25e-05,10.446115493774414,10.55854320526123,16000.0
10,84.34239935874939,1720334744.8226852,6.875e-05,,10.445655822753906,17600.0
11,84.90745186805725,1720334745.3877378,7.5e-05,,10.3198881149292,19200.0
12,85.47248005867004,1720334745.952766,8.125e-05,,10.193526268005371,20800.0
13,86.03602337837219,1720334746.5163093,8.750000000000001e-05,,10.058844566345215,22400.0
14,86.60092401504517,1720334747.08121,9.375e-05,,9.928191184997559,24000.0
15,87.1652626991272,1720334747.6455486,0.0001,,9.786004066467285,25600.0
16,87.72921967506409,1720334748.2095056,0.00010625,,9.653620719909668,27200.0
17,88.31675291061401,1720334748.7970388,0.0001125,,9.531340599060059,28800.0
18,88.8813054561615,1720334749.3615913,0.00011875000000000001,,9.405475616455078,30400.0
19,116.84363126754761,1720334777.3239172,0.000125,9.185522079467773,9.28844165802002,32000.0
20,117.41758131980896,1720334777.8978672,0.00013125000000000002,,9.196136474609375,33600.0
21,117.99581623077393,1720334778.476102,0.0001375,,9.085930824279785,35200.0
22,118.5691831111908,1720334779.049469,0.00014375000000000002,,8.998209953308105,36800.0
23,119.14535784721375,1720334779.6256437,0.00015,,8.917425155639648,38400.0
24,119.71645593643188,1720334780.1967418,0.00015625,,8.85855770111084,40000.0
25,120.28971838951111,1720334780.7700043,0.0001625,,8.776762008666992,41600.0
26,120.8655309677124,1720334781.3458169,0.00016875,,8.719687461853027,43200.0
27,121.43878436088562,1720334781.9190702,0.00017500000000000003,,8.646537780761719,44800.0
28,122.01347088813782,1720334782.4937568,0.00018125,,8.61633586883545,46400.0
29,149.96131682395935,1720334810.4416027,0.0001875,8.526443481445312,8.599970817565918,48000.0
30,150.5284388065338,1720334811.0087247,0.00019375,,8.54864501953125,49600.0
31,151.09551453590393,1720334811.5758004,0.0002,,8.56428050994873,51200.0
32,151.66285061836243,1720334812.1431365,0.00020625000000000003,,8.484167098999023,52800.0
33,152.2241175174713,1720334812.7044034,0.0002125,,8.492025375366211,54400.0
34,152.7857530117035,1720334813.266039,0.00021875,,8.491057395935059,56000.0
35,153.34823083877563,1720334813.8285167,0.000225,,8.436476707458496,57600.0
36,153.9104039669037,1720334814.3906898,0.00023125,,8.460616111755371,59200.0
37,154.47283720970154,1720334814.953123,0.00023750000000000003,,8.488385200500488,60800.0
38,155.03612542152405,1720334815.5164113,0.00024375,,8.485949516296387,62400.0
39,182.9440324306488,1720334843.4243183,0.00025,8.48098087310791,8.476053237915039,64000.0
40,183.51513600349426,1720334843.995422,0.00025624999999999997,,8.467419624328613,65600.0
41,184.0847887992859,1720334844.5650747,0.00026250000000000004,,8.464223861694336,67200.0
42,184.6534731388092,1720334845.133759,0.00026875,,8.489439964294434,68800.0
43,185.22125053405762,1720334845.7015364,0.000275,,8.44788932800293,70400.0
44,185.78556108474731,1720334846.265847,0.00028125,,8.458296775817871,72000.0
45,186.35075664520264,1720334846.8310425,0.00028750000000000005,,8.461197853088379,73600.0
46,186.9162313938141,1720334847.3965173,0.00029375,,8.423052787780762,75200.0
47,187.4822564125061,1720334847.9625423,0.0003,,8.456048965454102,76800.0
48,188.04937410354614,1720334848.52966,0.00030625000000000004,,8.453190803527832,78400.0
49,216.10165119171143,1720334876.581937,0.0003125,8.481790542602539,8.448753356933594,80000.0
50,216.6701581478119,1720334877.150444,0.00031875,,8.440123558044434,81600.0
51,217.2369260787964,1720334877.717212,0.000325,,8.446704864501953,83200.0
52,217.80514335632324,1720334878.2854292,0.00033125,,8.421661376953125,84800.0
53,218.37083196640015,1720334878.8511178,0.0003375,,8.474566459655762,86400.0
54,218.9369878768921,1720334879.4172738,0.00034375,,8.443653106689453,88000.0
55,219.504864692688,1720334879.9851506,0.00035000000000000005,,8.451068878173828,89600.0
56,220.07373046875,1720334880.5540164,0.00035625,,8.455761909484863,91200.0
57,220.63990783691406,1720334881.1201937,0.0003625,,8.435577392578125,92800.0
58,221.20644545555115,1720334881.6867313,0.00036875000000000005,,8.43107795715332,94400.0
59,249.35014128684998,1720334909.8304272,0.000375,8.445197105407715,8.435212135314941,96000.0
60,249.91968703269958,1720334910.399973,0.00038125,,8.463903427124023,97600.0
61,250.48870205879211,1720334910.968988,0.0003875,,8.444727897644043,99200.0
62,251.05490112304688,1720334911.535187,0.00039375,,8.426413536071777,100800.0
63,251.62440752983093,1720334912.1046934,0.0004,,8.420975685119629,102400.0
64,252.1923429965973,1720334912.6726289,0.00040625,,8.44388198852539,104000.0
65,252.7610251903534,1720334913.241311,0.00041250000000000005,,8.439640045166016,105600.0
66,253.32939791679382,1720334913.8096838,0.00041875,,8.428351402282715,107200.0
67,253.89632296562195,1720334914.3766088,0.000425,,8.414210319519043,108800.0
