,_step,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss
0,1600.0,35.1773636341095,1720290522.1277146,6.25e-06,,11.009060859680176
1,3200.0,39.69850492477417,1720290526.648856,1.25e-05,,11.009056091308594
2,4800.0,44.219523429870605,1720290531.1698744,1.875e-05,,11.007079124450684
3,6400.0,48.75133657455444,1720290535.7016876,2.5e-05,,10.971000671386719
4,8000.0,53.27397441864014,1720290540.2243254,3.125e-05,,10.919573783874512
5,9600.0,57.79023098945618,1720290544.740582,3.75e-05,,10.878718376159668
6,11200.0,62.30836081504822,1720290549.2587118,4.3750000000000006e-05,,10.819818496704102
7,12800.0,66.81945157051086,1720290553.7698026,5e-05,,10.74588680267334
8,14400.0,71.3318772315979,1720290558.2822282,5.625e-05,,10.65826416015625
9,16000.0,294.2566111087799,1720290781.206962,6.25e-05,10.443704605102539,10.55424690246582
10,17600.0,298.7894468307495,1720290785.7397978,6.875e-05,,10.439148902893066
11,19200.0,303.31813740730286,1720290790.2684884,7.5e-05,,10.319350242614746
12,20800.0,307.8474860191345,1720290794.797837,8.125e-05,,10.184407234191895
13,22400.0,312.3798158168793,1720290799.3301668,8.750000000000001e-05,,10.057501792907715
14,24000.0,316.9032349586487,1720290803.853586,9.375e-05,,9.916512489318848
15,25600.0,321.4280216693878,1720290808.3783727,0.0001,,9.779414176940918
16,27200.0,325.9512994289398,1720290812.9016504,0.00010625,,9.64469051361084
17,28800.0,330.4746527671814,1720290817.4250038,0.0001125,,9.521340370178223
18,30400.0,334.99821972846985,1720290821.9485707,0.00011875000000000001,,9.392998695373535
19,32000.0,557.4490478038788,1720291044.3993988,0.000125,9.189006805419922,9.293871879577637
20,33600.0,561.9862401485443,1720291048.9365911,0.00013125000000000002,,9.176602363586426
21,35200.0,566.5211503505707,1720291053.4715014,0.0001375,,9.091326713562012
22,36800.0,571.0518872737885,1720291058.0022383,0.00014375000000000002,,8.985002517700195
23,38400.0,575.5819306373596,1720291062.5322816,0.00015,,8.897656440734863
24,40000.0,580.1155617237091,1720291067.0659127,0.00015625,,8.840370178222656
25,41600.0,584.6485631465912,1720291071.5989141,0.0001625,,8.783019065856934
26,43200.0,589.1789035797119,1720291076.1292546,0.00016875,,8.719590187072754
27,44800.0,593.7112057209015,1720291080.6615567,0.00017500000000000003,,8.676859855651855
28,46400.0,598.2460181713104,1720291085.1963692,0.00018125,,8.613354682922363
29,48000.0,821.3672552108765,1720291308.3176062,0.0001875,15.791421890258789,8.566481590270996
30,49600.0,825.8940253257751,1720291312.8443763,0.00019375,,15.787500381469727
31,51200.0,830.4172892570496,1720291317.3676403,0.0002,,8.519798278808594
32,52800.0,834.9405722618103,1720291321.8909233,0.00020625000000000003,,8.499178886413574
33,54400.0,839.4602465629578,1720291326.4105976,0.0002125,,8.490164756774902
34,56000.0,843.9815199375153,1720291330.931871,0.00021875,,8.467196464538574
35,57600.0,848.5034039020538,1720291335.453755,0.000225,,8.448851585388184
36,59200.0,853.0162012577057,1720291339.9665523,0.00023125,,8.471033096313477
37,60800.0,857.5322659015656,1720291344.482617,0.00023750000000000003,,8.449037551879883
38,62400.0,862.0456740856171,1720291348.996025,0.00024375,,8.448847770690918
39,64000.0,1084.6319613456726,1720291571.5823123,0.00025,8.478313446044922,8.446022987365723
40,65600.0,1089.1534266471863,1720291576.1037776,0.00025624999999999997,,8.467061042785645
41,67200.0,1093.6746714115143,1720291580.6250224,0.00026250000000000004,,8.44450855255127
42,68800.0,1098.1959509849548,1720291585.146302,0.00026875,,8.430829048156738
43,70400.0,1102.718918800354,1720291589.6692698,0.000275,,8.422085762023926
44,72000.0,1107.2405288219452,1720291594.1908798,0.00028125,,8.4544677734375
45,73600.0,1111.7617716789246,1720291598.7121227,0.00028750000000000005,,8.429948806762695
46,75200.0,1116.2781519889832,1720291603.228503,0.00029375,,8.461474418640137
47,76800.0,1120.7906651496887,1720291607.7410161,0.0003,,8.421765327453613
48,78400.0,1125.2948229312897,1720291612.245174,0.00030625000000000004,,8.44623851776123
49,80000.0,1347.847440958023,1720291834.797792,0.0003125,8.485438346862793,8.446405410766602
50,81600.0,1352.375033378601,1720291839.3253844,0.00031875,,8.420893669128418
51,83200.0,1356.904575586319,1720291843.8549266,0.000325,,8.423418045043945
52,84800.0,1361.4332342147827,1720291848.3835852,0.00033125,,8.448074340820312
53,86400.0,1365.9650268554688,1720291852.9153779,0.0003375,,8.447369575500488
54,88000.0,1370.500972032547,1720291857.451323,0.00034375,,8.418620109558105
55,89600.0,1375.037629365921,1720291861.9879804,0.00035000000000000005,,8.453391075134277
56,91200.0,1379.5757179260254,1720291866.526069,0.00035625,,8.44095516204834
57,92800.0,1384.1195306777954,1720291871.0698817,0.0003625,,8.454155921936035
58,94400.0,1388.8009049892426,1720291875.751256,0.00036875000000000005,,8.428019523620605
59,96000.0,1612.2765612602234,1720292099.2269123,0.000375,8.449877738952637,8.443048477172852
60,97600.0,1616.8144617080688,1720292103.7648127,0.00038125,,8.435624122619629
61,99200.0,1621.3448531627655,1720292108.2952042,0.0003875,,8.441719055175781
62,100800.0,1625.8675746917725,1720292112.8179257,0.00039375,,8.41128921508789
63,102400.0,1630.3911833763123,1720292117.3415344,0.0004,,8.400008201599121
64,104000.0,1634.907654762268,1720292121.8580058,0.00040625,,8.396111488342285
65,105600.0,1639.4272255897522,1720292126.3775766,0.00041250000000000005,,8.396690368652344
66,107200.0,1643.95245885849,1720292130.9028099,0.00041875,,8.370487213134766
67,108800.0,1648.4778745174408,1720292135.4282255,0.000425,,8.373137474060059
68,110400.0,1653.0074272155762,1720292139.9577782,0.00043125000000000005,,8.306528091430664
69,112000.0,1878.3632471561432,1720292365.3135982,0.0004375,8.232684135437012,8.24936294555664
70,113600.0,1882.9253165721893,1720292369.8756676,0.00044375,,8.193941116333008
71,115200.0,1887.484699010849,1720292374.43505,0.00045,,8.158209800720215
72,116800.0,1892.0406692028046,1720292378.9910202,0.00045625,,8.183964729309082
73,118400.0,1896.5947930812836,1720292383.545144,0.0004625,,8.20036792755127
74,120000.0,1901.154807806015,1720292388.1051588,0.00046875,,8.140652656555176
75,121600.0,1905.7099225521088,1720292392.6602736,0.00047500000000000005,,8.140052795410156
76,123200.0,1910.2631692886353,1720292397.2135203,0.00048125,,8.110194206237793
77,124800.0,1914.8145604133606,1720292401.7649114,0.0004875,,8.081079483032227
78,126400.0,1919.3708744049072,1720292406.3212254,0.00049375,,8.087722778320312
79,128000.0,2145.953750371933,1720292632.9041014,0.0005,8.066107749938965,8.08997631072998
80,129600.0,2150.525460958481,1720292637.475812,0.00050625,,8.040770530700684
81,131200.0,2155.094741821289,1720292642.0450928,0.0005124999999999999,,8.055697441101074
82,132800.0,2159.656325340271,1720292646.6066763,0.00051875,,8.023165702819824
83,134400.0,2164.218852519989,1720292651.1692035,0.0005250000000000001,,8.0191650390625
84,136000.0,2168.779047012329,1720292655.729398,0.00053125,,7.991560459136963
85,137600.0,2173.3442034721375,1720292660.2945545,0.0005375,,7.95913553237915
86,139200.0,2177.8933897018433,1720292664.8437407,0.0005437500000000001,,7.980965614318848
87,140800.0,2182.4442896842957,1720292669.3946407,0.00055,,7.972880840301514
88,142400.0,2186.991691827774,1720292673.9420428,0.00055625,,7.947880744934082
89,144000.0,2413.491267681122,1720292900.4416187,0.0005625,7.977696895599365,7.95917272567749
90,145600.0,2418.064312696457,1720292905.0146637,0.00056875,,7.9570536613464355
91,147200.0,2422.632486104965,1720292909.582837,0.0005750000000000001,,7.9535088539123535
92,148800.0,2427.206785440445,1720292914.1571364,0.0005812500000000001,,7.944966793060303
