,_step,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss
0,1600.0,44.639400005340576,1720346056.881837,6.25e-06,,11.009077072143555
1,3200.0,45.21227741241455,1720346057.4547143,1.25e-05,,11.009066581726074
2,4800.0,45.784377336502075,1720346058.0268142,1.875e-05,,11.007132530212402
3,6400.0,46.350141525268555,1720346058.5925784,2.5e-05,,10.975653648376465
4,8000.0,46.91415882110596,1720346059.1565957,3.125e-05,,10.923376083374023
5,9600.0,47.47852396965027,1720346059.7209609,3.75e-05,,10.881952285766602
6,11200.0,48.04312205314636,1720346060.285559,4.3750000000000006e-05,,10.823671340942383
7,12800.0,48.607420444488525,1720346060.8498573,5e-05,,10.750140190124512
8,14400.0,49.17245268821716,1720346061.4148896,5.625e-05,,10.660296440124512
9,16000.0,78.09705853462219,1720346090.3394954,6.25e-05,10.446297645568848,10.56048583984375
10,17600.0,78.66356468200684,1720346090.9060016,6.875e-05,,10.442170143127441
11,19200.0,79.22938370704651,1720346091.4718206,7.5e-05,,10.327112197875977
12,20800.0,79.79478812217712,1720346092.037225,8.125e-05,,10.192370414733887
13,22400.0,80.36112904548645,1720346092.603566,8.750000000000001e-05,,10.060418128967285
14,24000.0,80.93471503257751,1720346093.177152,9.375e-05,,9.91833782196045
15,25600.0,81.50017786026001,1720346093.7426147,0.0001,,9.78958797454834
16,27200.0,82.06653547286987,1720346094.3089724,0.00010625,,9.647692680358887
17,28800.0,82.6317229270935,1720346094.8741598,0.0001125,,9.528278350830078
18,30400.0,83.19775867462158,1720346095.4401956,0.00011875000000000001,,9.405119895935059
19,32000.0,111.14813280105591,1720346123.3905697,0.000125,9.187106132507324,9.288900375366211
20,33600.0,111.7235336303711,1720346123.9659705,0.00013125000000000002,,9.188858032226562
21,35200.0,112.29447889328003,1720346124.5369158,0.0001375,,9.08518123626709
22,36800.0,112.86386799812317,1720346125.106305,0.00014375000000000002,,9.010309219360352
23,38400.0,113.43335795402527,1720346125.6757948,0.00015,,8.933454513549805
24,40000.0,114.01090025901794,1720346126.2533371,0.00015625,,8.839040756225586
25,41600.0,114.5805606842041,1720346126.8229976,0.0001625,,8.801715850830078
26,43200.0,115.15094637870789,1720346127.3933833,0.00016875,,8.706583023071289
27,44800.0,115.72240900993347,1720346127.964846,0.00017500000000000003,,8.676321983337402
28,46400.0,116.2895176410675,1720346128.5319545,0.00018125,,8.621859550476074
29,48000.0,144.21486711502075,1720346156.457304,0.0001875,8.521169662475586,8.593077659606934
30,49600.0,144.78524780273438,1720346157.0276847,0.00019375,,8.544779777526855
31,51200.0,145.35357213020325,1720346157.596009,0.0002,,8.524612426757812
32,52800.0,145.9209339618683,1720346158.1633708,0.00020625000000000003,,8.466136932373047
33,54400.0,146.48448514938354,1720346158.726922,0.0002125,,8.488780975341797
34,56000.0,147.0485007762909,1720346159.2909377,0.00021875,,8.482016563415527
35,57600.0,147.61166262626648,1720346159.8540995,0.000225,,8.446351051330566
36,59200.0,148.17658877372742,1720346160.4190257,0.00023125,,8.459210395812988
37,60800.0,148.74168705940247,1720346160.984124,0.00023750000000000003,,8.48375415802002
38,62400.0,149.3100984096527,1720346161.5525353,0.00024375,,8.438193321228027
39,64000.0,177.49388003349304,1720346189.736317,0.00025,8.462739944458008,8.505560874938965
40,65600.0,178.06042861938477,1720346190.3028655,0.00025624999999999997,,8.455334663391113
41,67200.0,178.62579655647278,1720346190.8682334,0.00026250000000000004,,8.436272621154785
42,68800.0,179.19073271751404,1720346191.4331696,0.00026875,,8.449484825134277
43,70400.0,179.7567150592804,1720346191.999152,0.000275,,8.423832893371582
44,72000.0,180.32426857948303,1720346192.5667055,0.00028125,,8.468442916870117
45,73600.0,180.89668345451355,1720346193.1391203,0.00028750000000000005,,8.435818672180176
46,75200.0,181.46254205703735,1720346193.704979,0.00029375,,8.488941192626953
47,76800.0,182.02749752998352,1720346194.2699344,0.0003,,8.491202354431152
48,78400.0,182.5943956375122,1720346194.8368325,0.00030625000000000004,,8.452860832214355
49,80000.0,210.64524245262146,1720346222.8876793,0.0003125,8.475829124450684,8.45596981048584
50,81600.0,211.21646094322205,1720346223.4588978,0.00031875,,8.418046951293945
51,83200.0,211.7833595275879,1720346224.0257964,0.000325,,8.454771995544434
52,84800.0,212.35219073295593,1720346224.5946276,0.00033125,,8.482993125915527
53,86400.0,212.9205765724182,1720346225.1630135,0.0003375,,8.449258804321289
54,88000.0,213.48943734169006,1720346225.7318742,0.00034375,,8.458211898803711
55,89600.0,214.05710339546204,1720346226.2995403,0.00035000000000000005,,8.440871238708496
56,91200.0,214.62535429000854,1720346226.8677912,0.00035625,,8.419363975524902
57,92800.0,215.19612622261047,1720346227.438563,0.0003625,,8.413680076599121
58,94400.0,215.76476120948792,1720346228.007198,0.00036875000000000005,,8.373626708984375
59,96000.0,244.07804131507874,1720346256.3204782,0.000375,11.675291061401367,8.361268043518066
60,97600.0,244.66939187049866,1720346256.9118288,0.00038125,,11.721736907958984
61,99200.0,245.24029803276062,1720346257.482735,0.0003875,,8.308218955993652
62,100800.0,245.80979251861572,1720346258.0522294,0.00039375,,8.276865005493164
63,102400.0,246.380473613739,1720346258.6229105,0.0004,,8.205348014831543
64,104000.0,246.95527982711792,1720346259.1977167,0.00040625,,8.214685440063477
65,105600.0,247.52760863304138,1720346259.7700455,0.00041250000000000005,,8.111719131469727
66,107200.0,248.09729599952698,1720346260.339733,0.00041875,,8.085406303405762
67,108800.0,248.66571235656738,1720346260.9081492,0.000425,,8.02096176147461
68,110400.0,249.25643348693848,1720346261.4988704,0.00043125000000000005,,8.06171703338623
69,112000.0,277.7871959209442,1720346290.0296328,0.0004375,8.001986503601074,8.025603294372559
70,113600.0,278.3660101890564,1720346290.608447,0.00044375,,7.987363338470459
71,115200.0,278.9677653312683,1720346291.2102022,0.00045,,7.913824558258057
72,116800.0,279.5699656009674,1720346291.8124025,0.00045625,,7.932222843170166
73,118400.0,280.16611433029175,1720346292.4085512,0.0004625,,7.893094062805176
74,120000.0,280.74355912208557,1720346292.985996,0.00046875,,7.891653537750244
75,121600.0,281.319659948349,1720346293.5620968,0.00047500000000000005,,7.991431713104248
76,123200.0,281.89830136299133,1720346294.1407382,0.00048125,,7.8121256828308105
77,124800.0,282.4747655391693,1720346294.7172024,0.0004875,,7.834681987762451
78,126400.0,283.0515067577362,1720346295.2939436,0.00049375,,7.766523838043213
79,128000.0,311.83839869499207,1720346324.0808356,0.0005,7.763520240783691,7.767099857330322
