,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss,Train/Samples/train_loss,_step
0,41.43393850326538,1720357900.3402975,6.25e-06,,11.009078979492188,1600.0
1,41.99680185317993,1720357900.9031608,1.25e-05,,11.009078025817871,3200.0
2,42.55924105644226,1720357901.4656,1.875e-05,,11.007100105285645,4800.0
3,43.12506079673767,1720357902.0314198,2.5e-05,,10.975118637084961,6400.0
4,43.692806005477905,1720357902.599165,3.125e-05,,10.922891616821289,8000.0
5,44.257182359695435,1720357903.1635413,3.75e-05,,10.880728721618652,9600.0
6,44.82035422325134,1720357903.7267132,4.3750000000000006e-05,,10.823648452758789,11200.0
7,45.38453388214111,1720357904.2908928,5e-05,,10.750337600708008,12800.0
8,45.95567536354065,1720357904.8620343,5.625e-05,,10.662490844726562,14400.0
9,74.38881707191467,1720357933.295176,6.25e-05,10.445185661315918,10.558656692504883,16000.0
10,74.95298099517822,1720357933.85934,6.875e-05,,10.445111274719238,17600.0
11,75.51823115348816,1720357934.42459,7.5e-05,,10.322610855102539,19200.0
12,76.08170795440674,1720357934.988067,8.125e-05,,10.194374084472656,20800.0
13,76.64706516265869,1720357935.5534241,8.750000000000001e-05,,10.059374809265137,22400.0
14,77.21156287193298,1720357936.1179218,9.375e-05,,9.925393104553223,24000.0
15,77.77613544464111,1720357936.6824944,0.0001,,9.788078308105469,25600.0
16,78.34021639823914,1720357937.2465754,0.00010625,,9.6588773727417,27200.0
17,78.90465450286865,1720357937.8110135,0.0001125,,9.522639274597168,28800.0
18,79.46871566772461,1720357938.3750746,0.00011875000000000001,,9.402922630310059,30400.0
19,107.30743074417114,1720357966.2137897,0.000125,9.18494701385498,9.285591125488281,32000.0
20,107.87801218032837,1720357966.7843711,0.00013125000000000002,,9.184161186218262,33600.0
21,108.44588279724121,1720357967.3522418,0.0001375,,9.102469444274902,35200.0
22,109.0132942199707,1720357967.9196532,0.00014375000000000002,,8.999833106994629,36800.0
23,109.58126449584961,1720357968.4876235,0.00015,,8.915240287780762,38400.0
24,110.14887046813965,1720357969.0552294,0.00015625,,8.856514930725098,40000.0
25,110.71695518493652,1720357969.6233141,0.0001625,,8.785341262817383,41600.0
26,111.28443670272827,1720357970.1907957,0.00016875,,8.741106033325195,43200.0
27,111.85307550430298,1720357970.7594345,0.00017500000000000003,,8.68975830078125,44800.0
28,112.42173075675964,1720357971.3280897,0.00018125,,8.625212669372559,46400.0
29,140.27220559120178,1720357999.1785645,0.0001875,8.53058910369873,15.640054702758789,48000.0
30,140.84188628196716,1720357999.7482452,0.00019375,,8.546881675720215,49600.0
31,141.40934801101685,1720358000.315707,0.0002,,8.534361839294434,51200.0
32,141.97789311408997,1720358000.884252,0.00020625000000000003,,8.5135498046875,52800.0
33,142.54708743095398,1720358001.4534464,0.0002125,,8.485492706298828,54400.0
34,143.1112744808197,1720358002.0176334,0.00021875,,8.474848747253418,56000.0
35,143.67721366882324,1720358002.5835726,0.000225,,8.45952320098877,57600.0
36,144.2407295703888,1720358003.1470885,0.00023125,,8.441396713256836,59200.0
37,144.80496835708618,1720358003.7113273,0.00023750000000000003,,8.497949600219727,60800.0
38,145.36840105056763,1720358004.27476,0.00024375,,8.482242584228516,62400.0
