,Train/Samples/train_loss,_step,_runtime,_timestamp,Train/Samples/lr,Train/Samples/eval_loss
0,11.009062767028809,1600.0,29.226478338241577,1720322044.6191263,6.25e-06,
1,11.009058952331543,3200.0,33.73758673667908,1720322049.1302347,1.25e-05,
2,11.006884574890137,4800.0,38.25622773170471,1720322053.6488757,1.875e-05,
3,10.971548080444336,6400.0,42.78289175033569,1720322058.1755397,2.5e-05,
4,10.920138359069824,8000.0,47.29752516746521,1720322062.6901731,3.125e-05,
5,10.879469871520996,9600.0,51.797483921051025,1720322067.190132,3.75e-05,
6,10.820647239685059,11200.0,56.29026699066162,1720322071.682915,4.3750000000000006e-05,
7,10.748149871826172,12800.0,60.7841010093689,1720322076.176749,5e-05,
8,10.656111717224121,14400.0,65.28014397621155,1720322080.672792,5.625e-05,
9,10.554536819458008,16000.0,287.99194383621216,1720322303.3845918,6.25e-05,10.442962646484375
10,10.441688537597656,17600.0,292.526483297348,1720322307.9191313,6.875e-05,
11,10.321049690246582,19200.0,297.0507655143738,1720322312.4434135,7.5e-05,
12,10.190226554870605,20800.0,301.5864052772522,1720322316.9790533,8.125e-05,
13,10.058387756347656,22400.0,306.11836886405945,1720322321.5110168,8.750000000000001e-05,
14,9.921303749084473,24000.0,310.65197587013245,1720322326.0446239,9.375e-05,
15,9.782058715820312,25600.0,315.1860773563385,1720322330.5787253,0.0001,
16,9.63696575164795,27200.0,319.7187201976776,1720322335.1113682,0.00010625,
17,9.526518821716309,28800.0,324.24092054367065,1720322339.6335685,0.0001125,
18,9.407480239868164,30400.0,328.7544798851013,1720322344.1471279,0.00011875000000000001,
19,9.280646324157715,32000.0,550.6597867012024,1720322566.0524347,0.000125,9.186604499816895
20,9.173026084899902,33600.0,555.1780984401703,1720322570.5707464,0.00013125000000000002,
21,9.074615478515625,35200.0,559.6948003768921,1720322575.0874484,0.0001375,
22,8.985014915466309,36800.0,564.2136399745941,1720322579.606288,0.00014375000000000002,
23,8.90189266204834,38400.0,568.7360107898712,1720322584.1286588,0.00015,
24,8.839365005493164,40000.0,573.2576146125793,1720322588.6502626,0.00015625,
25,8.774459838867188,41600.0,577.7830085754395,1720322593.1756566,0.0001625,
26,8.756942749023438,43200.0,582.3096559047699,1720322597.702304,0.00016875,
27,8.645686149597168,44800.0,586.8381662368774,1720322602.2308142,0.00017500000000000003,
28,8.626029014587402,46400.0,591.3772673606873,1720322606.7699153,0.00018125,
29,8.57861614227295,48000.0,814.90607380867,1720322830.2987218,0.0001875,15.425682067871094
30,15.412225723266602,49600.0,819.4513027667999,1720322834.8439507,0.00019375,
31,8.519798278808594,51200.0,823.9680273532867,1720322839.3606753,0.0002,
32,8.495050430297852,52800.0,828.4892780780792,1720322843.881926,0.00020625000000000003,
33,8.491374015808105,54400.0,832.992095708847,1720322848.3847437,0.0002125,
34,8.470970153808594,56000.0,837.4963166713715,1720322852.8889647,0.00021875,
35,8.4899320602417,57600.0,841.9930653572083,1720322857.3857133,0.000225,
36,8.457592964172363,59200.0,846.5034794807434,1720322861.8961275,0.00023125,
37,8.495083808898926,60800.0,851.0180740356445,1720322866.410722,0.00023750000000000003,
38,8.457837104797363,62400.0,855.5299701690674,1720322870.9226182,0.00024375,
39,8.445655822753906,64000.0,1078.0937294960022,1720323093.4863775,0.00025,8.476669311523438
40,8.444485664367676,65600.0,1082.6357898712158,1720323098.0284379,0.00025624999999999997,
41,8.4556303024292,67200.0,1087.1739432811737,1720323102.5665913,0.00026250000000000004,
42,8.46568775177002,68800.0,1091.721751689911,1720323107.1143997,0.00026875,
43,8.478309631347656,70400.0,1096.2578513622284,1720323111.6504993,0.000275,
44,8.458251953125,72000.0,1100.792976140976,1720323116.1856241,0.00028125,
45,8.447941780090332,73600.0,1105.3313648700714,1720323120.7240129,0.00028750000000000005,
46,8.49153995513916,75200.0,1109.8663041591644,1720323125.2589521,0.00029375,
47,8.434550285339355,76800.0,1114.3951926231384,1720323129.7878406,0.0003,
48,8.457403182983398,78400.0,1118.9136807918549,1720323134.3063288,0.00030625000000000004,
49,8.454269409179688,80000.0,1341.6702573299408,1720323357.0629053,0.0003125,8.48247241973877
50,8.473896026611328,81600.0,1346.202932357788,1720323361.5955803,0.00031875,
51,8.441789627075195,83200.0,1350.736029624939,1720323366.1286776,0.000325,
52,8.42785930633545,84800.0,1355.2694523334503,1720323370.6621003,0.00033125,
53,8.441001892089844,86400.0,1359.8042097091675,1720323375.1968577,0.0003375,
54,8.467143058776855,88000.0,1364.3474037647247,1720323379.7400517,0.00034375,
55,8.4249906539917,89600.0,1368.888423204422,1720323384.2810712,0.00035000000000000005,
56,8.448765754699707,91200.0,1373.4313373565674,1720323388.8239853,0.00035625,
57,8.440607070922852,92800.0,1377.9695596694946,1720323393.3622077,0.0003625,
58,8.449663162231445,94400.0,1382.7261743545532,1720323398.1188223,0.00036875000000000005,
59,8.435101509094238,96000.0,1607.1427721977234,1720323622.5354202,0.000375,8.438692092895508
60,8.443259239196777,97600.0,1611.6754715442657,1720323627.0681195,0.00038125,
61,8.430171966552734,99200.0,1616.213939189911,1720323631.6065872,0.0003875,
62,8.43095874786377,100800.0,1620.7498030662537,1720323636.142451,0.00039375,
63,8.41303825378418,102400.0,1625.280949831009,1720323640.6735978,0.0004,
64,8.405295372009277,104000.0,1629.817488193512,1720323645.2101362,0.00040625,
65,8.383357048034668,105600.0,1634.3524267673492,1720323649.7450747,0.00041250000000000005,
66,8.360895156860352,107200.0,1638.8883183002472,1720323654.2809663,0.00041875,
67,8.350939750671387,108800.0,1643.433804512024,1720323658.8264525,0.000425,
68,8.292559623718262,110400.0,1647.974312543869,1720323663.3669605,0.00043125000000000005,
69,8.21906566619873,112000.0,1873.3881561756134,1720323888.7808042,0.0004375,8.232573509216309
70,8.201930046081543,113600.0,1877.9508650302887,1720323893.343513,0.00044375,
71,8.156266212463379,115200.0,1882.5108904838562,1720323897.9035385,0.00045,
72,8.116486549377441,116800.0,1887.0711822509766,1720323902.4638302,0.00045625,
73,8.143121719360352,118400.0,1891.6364963054657,1720323907.0291443,0.0004625,
74,8.100900650024414,120000.0,1896.2011115550995,1720323911.5937595,0.00046875,
75,8.086413383483887,121600.0,1900.7702343463898,1720323916.1628823,0.00047500000000000005,
76,8.109488487243652,123200.0,1905.3239595890045,1720323920.7166076,0.00048125,
77,8.086238861083984,124800.0,1909.8776862621307,1720323925.2703342,0.0004875,
78,8.095907211303711,126400.0,1914.434642791748,1720323929.8272908,0.00049375,
